2025-04-19 02:11:41 root         INFO     Starting GetRecords Consumer
2025-04-19 02:12:04 root         INFO     Produced record 49662503229482431778552339110034562511758044566432776194 to Shard shardId-000000000000


2025-04-19 02:12:04 root         INFO     Read User Session {'session_id': 'cc24f82e-77fe-4bc9-a549-4a266fe2b52a', 'customer_number': 176, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 37795, 'browse_history': [{'product_code': 'S700_1138', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2319', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S50_4713', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S12_1666', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2325', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126409531631268339093019211857938
2025-04-19 02:12:04 root         INFO     Processed User Session {'session_id': 'cc24f82e-77fe-4bc9-a549-4a266fe2b52a', 'customer_number': 176, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 37795, 'browse_history': [{'product_code': 'S700_1138', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2319', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S50_4713', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S12_1666', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2325', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 4, 613007), 'overall_product_quantity': 35, 'overall_in_shopping_cart': 6, 'total_different_products': 5}
2025-04-19 02:12:04 root         INFO     Produced record 49662503229482431778552339110065994583068024924975136770 to Shard shardId-000000000000


2025-04-19 02:12:04 root         INFO     Read User Session {'session_id': 'f856420b-2364-4955-81e8-2804c1d26f3d', 'customer_number': 164, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 29598, 'browse_history': [{'product_code': 'S18_2949', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4027', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126410150601287981783775136710674
2025-04-19 02:12:04 root         INFO     Processed User Session {'session_id': 'f856420b-2364-4955-81e8-2804c1d26f3d', 'customer_number': 164, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 29598, 'browse_history': [{'product_code': 'S18_2949', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4027', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 4, 637419), 'overall_product_quantity': 10, 'overall_in_shopping_cart': 0, 'total_different_products': 2}
2025-04-19 02:12:04 root         INFO     Produced record 49662503229482431778552339110097426654378005283517497346 to Shard shardId-000000000000


2025-04-19 02:12:04 root         INFO     Read User Session {'session_id': '1b14c927-424f-4caf-b574-69c6f4961291', 'customer_number': 160, 'city': 'South Brisbane', 'country': 'Australia', 'credit_limit': 94922, 'browse_history': [{'product_code': 'S10_4698', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S700_2610', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126411585596235864350323499859986
2025-04-19 02:12:04 root         INFO     Processed User Session {'session_id': '1b14c927-424f-4caf-b574-69c6f4961291', 'customer_number': 160, 'city': 'South Brisbane', 'country': 'Australia', 'credit_limit': 94922, 'browse_history': [{'product_code': 'S10_4698', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S700_2610', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 4, 751089), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 0, 'total_different_products': 4}
2025-04-19 02:12:04 root         INFO     Produced record 49662503229482431778552339110242497752731760784482238466 to Shard shardId-000000000000


2025-04-19 02:12:04 root         INFO     Read User Session {'session_id': 'eb31a323-f3b3-461c-a45e-8a342587b083', 'customer_number': 428, 'city': 'Reims', 'country': 'France', 'credit_limit': 99188, 'browse_history': [{'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1984', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S24_3191', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_1889', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126413574279209130417652353728530
2025-04-19 02:12:04 root         INFO     Processed User Session {'session_id': 'eb31a323-f3b3-461c-a45e-8a342587b083', 'customer_number': 428, 'city': 'Reims', 'country': 'France', 'credit_limit': 99188, 'browse_history': [{'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1984', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S24_3191', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_1889', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 4, 781453), 'overall_product_quantity': 27, 'overall_in_shopping_cart': 20, 'total_different_products': 5}
2025-04-19 02:12:04 root         INFO     Produced record 49662503229482431778552339110289645859696731322295779330 to Shard shardId-000000000000


2025-04-19 02:12:04 root         INFO     Read User Session {'session_id': 'c21a6e69-a993-4c23-b87d-efd81d1e0bbe', 'customer_number': 264, 'city': 'Philadelphia', 'country': 'USA', 'credit_limit': 15104, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_2840', 'quantity': '1', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49662502041700141014410657016344205941076926494983323682
2025-04-19 02:12:04 root         INFO     Processed User Session {'session_id': 'c21a6e69-a993-4c23-b87d-efd81d1e0bbe', 'customer_number': 264, 'city': 'Philadelphia', 'country': 'USA', 'credit_limit': 15104, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_2840', 'quantity': '1', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 4, 882575), 'overall_product_quantity': 3, 'overall_in_shopping_cart': 0, 'total_different_products': 2}
2025-04-19 02:12:04 root         INFO     Produced record 49662503229504732523750869733560536640668145005495320594 to Shard shardId-000000000001


2025-04-19 02:12:04 root         INFO     Read User Session {'session_id': '4126ef99-92d8-4f67-a102-88bd7beb94c0', 'customer_number': 103, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 124831, 'browse_history': [{'product_code': 'S700_2047', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_4522', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S10_1678', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S24_2972', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S12_3990', 'quantity': '2', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49662502041700141014410657018953067859805299208936751138
2025-04-19 02:12:04 root         INFO     Processed User Session {'session_id': '4126ef99-92d8-4f67-a102-88bd7beb94c0', 'customer_number': 103, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 124831, 'browse_history': [{'product_code': 'S700_2047', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_4522', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S10_1678', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S24_2972', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S12_3990', 'quantity': '2', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 4, 903031), 'overall_product_quantity': 23, 'overall_in_shopping_cart': 14, 'total_different_products': 5}
2025-04-19 02:12:04 root         INFO     Produced record 49662503229504732523750869733593177637797739993212387346 to Shard shardId-000000000001


2025-04-19 02:12:04 root         INFO     Read User Session {'session_id': 'fd5523af-1c8b-4080-b359-c163ac00b12d', 'customer_number': 161, 'city': 'Marseille', 'country': 'France', 'credit_limit': 53482, 'browse_history': [{'product_code': 'S18_4668', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S32_4485', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S24_3371', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4668', 'quantity': '2', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49662502041700141014410657019379818674129263788644368418
2025-04-19 02:12:04 root         INFO     Processed User Session {'session_id': 'fd5523af-1c8b-4080-b359-c163ac00b12d', 'customer_number': 161, 'city': 'Marseille', 'country': 'France', 'credit_limit': 53482, 'browse_history': [{'product_code': 'S18_4668', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S32_4485', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S24_3371', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4668', 'quantity': '2', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 4, 926632), 'overall_product_quantity': 27, 'overall_in_shopping_cart': 17, 'total_different_products': 5}
2025-04-19 02:12:04 root         INFO     Produced record 49662503229504732523750869733628236486566564376717819922 to Shard shardId-000000000001


2025-04-19 02:12:04 root         INFO     Read User Session {'session_id': 'da121248-e8f1-4dc0-90b0-d60064a5ee07', 'customer_number': 164, 'city': 'Versailles', 'country': 'France', 'credit_limit': 129839, 'browse_history': [{'product_code': 'S24_2022', 'quantity': '6', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49662502041700141014410657020483567947437421462101688354
2025-04-19 02:12:04 root         INFO     Processed User Session {'session_id': 'da121248-e8f1-4dc0-90b0-d60064a5ee07', 'customer_number': 164, 'city': 'Versailles', 'country': 'France', 'credit_limit': 129839, 'browse_history': [{'product_code': 'S24_2022', 'quantity': '6', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 4, 948723), 'overall_product_quantity': 6, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-04-19 02:12:04 root         INFO     Produced record 49662503229504732523750869733656041780417700847736061970 to Shard shardId-000000000001


2025-04-19 02:12:05 root         INFO     Read User Session {'session_id': '46a8f666-d878-4087-aa3f-48de16288d2a', 'customer_number': 353, 'city': 'Marseille', 'country': 'France', 'credit_limit': 50555, 'browse_history': [{'product_code': 'S24_1785', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3685', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2949', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S12_3380', 'quantity': '3', 'in_shopping_cart': True}]} from Shard shardId-000000000003 at position 49662502041722441759609187625352189902234929025922367538
2025-04-19 02:12:05 root         INFO     Processed User Session {'session_id': '46a8f666-d878-4087-aa3f-48de16288d2a', 'customer_number': 353, 'city': 'Marseille', 'country': 'France', 'credit_limit': 50555, 'browse_history': [{'product_code': 'S24_1785', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3685', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2949', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S12_3380', 'quantity': '3', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 5, 56827), 'overall_product_quantity': 23, 'overall_in_shopping_cart': 9, 'total_different_products': 4}
2025-04-19 02:12:05 root         INFO     Produced record 49662503229504732523750869733841007430818739111466106898 to Shard shardId-000000000001


2025-04-19 02:12:05 root         INFO     Read User Session {'session_id': 'a0d33a59-13d7-461c-bfc0-85c6d4da0fa9', 'customer_number': 433, 'city': 'Genève', 'country': 'Switzerland', 'credit_limit': 59666, 'browse_history': [{'product_code': 'S10_1949', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49662502041722441759609187627235696329194523547857322034
2025-04-19 02:12:05 root         INFO     Processed User Session {'session_id': 'a0d33a59-13d7-461c-bfc0-85c6d4da0fa9', 'customer_number': 433, 'city': 'Genève', 'country': 'Switzerland', 'credit_limit': 59666, 'browse_history': [{'product_code': 'S10_1949', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 5, 79229), 'overall_product_quantity': 4, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-04-19 02:12:05 root         INFO     Produced record 49662503229504732523750869733873648427948334099183173650 to Shard shardId-000000000001


2025-04-19 02:12:05 root         INFO     Read User Session {'session_id': 'b3f0cd6a-b292-4194-9eca-9349d2f739a8', 'customer_number': 262, 'city': 'Allentown', 'country': 'USA', 'credit_limit': 111552, 'browse_history': [{'product_code': 'S12_2823', 'quantity': '3', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49662502041722441759609187629924347352017461787341357106
2025-04-19 02:12:05 root         INFO     Processed User Session {'session_id': 'b3f0cd6a-b292-4194-9eca-9349d2f739a8', 'customer_number': 262, 'city': 'Allentown', 'country': 'USA', 'credit_limit': 111552, 'browse_history': [{'product_code': 'S12_2823', 'quantity': '3', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 5, 99537), 'overall_product_quantity': 3, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-04-19 02:12:05 root         INFO     Produced record 49662503229504732523750869733906289425077929086900240402 to Shard shardId-000000000001


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': 'fbc9ea01-029d-4b77-a0c4-504168b2c4c2', 'customer_number': 262, 'city': 'Fribourg', 'country': 'Switzerland', 'credit_limit': 119353, 'browse_history': [{'product_code': 'S24_1785', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S24_3420', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S700_1138', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S10_2016', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49662502041655539524013595784782224209978985999920791554
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': 'fbc9ea01-029d-4b77-a0c4-504168b2c4c2', 'customer_number': 262, 'city': 'Fribourg', 'country': 'Switzerland', 'credit_limit': 119353, 'browse_history': [{'product_code': 'S24_1785', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S24_3420', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S700_1138', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S10_2016', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 216241), 'overall_product_quantity': 29, 'overall_in_shopping_cart': 12, 'total_different_products': 5}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339114598257480803269907107020802 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': 'd567207b-97c0-49d7-a5e5-eac384783af6', 'customer_number': 438, 'city': 'Burlingame', 'country': 'USA', 'credit_limit': 116829, 'browse_history': [{'product_code': 'S32_2206', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_4409', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_3148', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_1578', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49662502041655539524013595790354163312582818325772369922
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': 'd567207b-97c0-49d7-a5e5-eac384783af6', 'customer_number': 438, 'city': 'Burlingame', 'country': 'USA', 'credit_limit': 116829, 'browse_history': [{'product_code': 'S32_2206', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_4409', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_3148', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_1578', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 238613), 'overall_product_quantity': 31, 'overall_in_shopping_cart': 13, 'total_different_products': 5}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339114638152032850552669872324610 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': '524db416-7809-466a-8183-76b4dc315466', 'customer_number': 367, 'city': 'Newark', 'country': 'USA', 'credit_limit': 79202, 'browse_history': [{'product_code': 'S10_1949', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S18_2581', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49662502041655539524013595790670901877321851581862248450
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': '524db416-7809-466a-8183-76b4dc315466', 'customer_number': 367, 'city': 'Newark', 'country': 'USA', 'credit_limit': 79202, 'browse_history': [{'product_code': 'S10_1949', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S18_2581', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 260621), 'overall_product_quantity': 17, 'overall_in_shopping_cart': 9, 'total_different_products': 2}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339114681673362356679320161746946 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': '1ea48582-05db-467a-9eb4-64d2a43d2e27', 'customer_number': 362, 'city': 'Manchester', 'country': 'UK', 'credit_limit': 59943, 'browse_history': [{'product_code': 'S12_2823', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_4409', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S700_2610', 'quantity': '1', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49662502041655539524013595790747064203957573219868737538
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': '1ea48582-05db-467a-9eb4-64d2a43d2e27', 'customer_number': 362, 'city': 'Manchester', 'country': 'UK', 'credit_limit': 59943, 'browse_history': [{'product_code': 'S12_2823', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_4409', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S700_2610', 'quantity': '1', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 280414), 'overall_product_quantity': 8, 'overall_in_shopping_cart': 8, 'total_different_products': 3}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339114713105433666659678704107522 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': '1eeeb8b1-5cb3-408e-b776-ba017e53da2d', 'customer_number': 390, 'city': 'San Rafael', 'country': 'USA', 'credit_limit': 61388, 'browse_history': [{'product_code': 'S18_4933', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S32_1374', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S32_2206', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_1367', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49662502041677840269212126423327892721781256691560480786
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': '1eeeb8b1-5cb3-408e-b776-ba017e53da2d', 'customer_number': 390, 'city': 'San Rafael', 'country': 'USA', 'credit_limit': 61388, 'browse_history': [{'product_code': 'S18_4933', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S32_1374', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S32_2206', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_1367', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 366363), 'overall_product_quantity': 26, 'overall_in_shopping_cart': 16, 'total_different_products': 4}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339114873892567675405427659505666 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': '6c6e0dc1-9c7c-4216-8ff1-a23ce9b8cfa8', 'customer_number': 479, 'city': 'Tsawassen', 'country': 'Canada', 'credit_limit': 3497, 'browse_history': [{'product_code': 'S700_2610', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_2957', 'quantity': '4', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49662502041677840269212126423586602847178787678544986130
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': '6c6e0dc1-9c7c-4216-8ff1-a23ce9b8cfa8', 'customer_number': 479, 'city': 'Tsawassen', 'country': 'Canada', 'credit_limit': 3497, 'browse_history': [{'product_code': 'S700_2610', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_2957', 'quantity': '4', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 390523), 'overall_product_quantity': 11, 'overall_in_shopping_cart': 11, 'total_different_products': 2}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339114913787119722688190424809474 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': 'a185c674-4a27-47ce-8452-86cc23d3e51b', 'customer_number': 416, 'city': 'Melbourne', 'country': 'Australia', 'credit_limit': 17231, 'browse_history': [{'product_code': 'S18_1342', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S700_2610', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S24_3191', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3482', 'quantity': '5', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49662502041677840269212126423822343382003640642490597394
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': 'a185c674-4a27-47ce-8452-86cc23d3e51b', 'customer_number': 416, 'city': 'Melbourne', 'country': 'Australia', 'credit_limit': 17231, 'browse_history': [{'product_code': 'S18_1342', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S700_2610', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S24_3191', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3482', 'quantity': '5', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 413467), 'overall_product_quantity': 29, 'overall_in_shopping_cart': 12, 'total_different_products': 4}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339114953681671769970953190113282 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': '71f1e916-0b84-454a-9891-177ce1dfedac', 'customer_number': 112, 'city': 'Allentown', 'country': 'USA', 'credit_limit': 132143, 'browse_history': [{'product_code': 'S18_2319', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_1628', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_4473', 'quantity': '1', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49662502041677840269212126424596055906557004207655747602
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': '71f1e916-0b84-454a-9891-177ce1dfedac', 'customer_number': 112, 'city': 'Allentown', 'country': 'USA', 'credit_limit': 132143, 'browse_history': [{'product_code': 'S18_2319', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_1628', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_4473', 'quantity': '1', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 434645), 'overall_product_quantity': 5, 'overall_in_shopping_cart': 4, 'total_different_products': 4}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339114979069113981878165858942978 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': '0a1d919a-ce8f-4d2e-8182-3a6db50930ae', 'customer_number': 417, 'city': 'Warszawa', 'country': 'Poland', 'credit_limit': 147586, 'browse_history': [{'product_code': 'S24_2887', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S18_3320', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_2011', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_3420', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126425965768860180380574426333202
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': '0a1d919a-ce8f-4d2e-8182-3a6db50930ae', 'customer_number': 417, 'city': 'Warszawa', 'country': 'Poland', 'credit_limit': 147586, 'browse_history': [{'product_code': 'S24_2887', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S18_3320', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_2011', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_3420', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 456861), 'overall_product_quantity': 25, 'overall_in_shopping_cart': 15, 'total_different_products': 4}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229482431778552339115026217220946848703672483842 to Shard shardId-000000000000


2025-04-19 02:12:07 root         INFO     Read User Session {'session_id': 'd0885e4f-f5e7-450f-9042-cedbefc0b5e2', 'customer_number': 418, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 91797, 'browse_history': [{'product_code': 'S18_4933', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S24_2011', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_1938', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_4027', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2325', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49662502041700141014410657027191897320479006380408176674
2025-04-19 02:12:07 root         INFO     Processed User Session {'session_id': 'd0885e4f-f5e7-450f-9042-cedbefc0b5e2', 'customer_number': 418, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 91797, 'browse_history': [{'product_code': 'S18_4933', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S24_2011', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_1938', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_4027', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2325', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 12, 7, 679239), 'overall_product_quantity': 14, 'overall_in_shopping_cart': 1, 'total_different_products': 5}
2025-04-19 02:12:07 root         INFO     Produced record 49662503229504732523750869738567907385511939322006208530 to Shard shardId-000000000001


